Enh.chr,Enh.Midpoint,Gene.TSS,Pair,#HiC.interaction (astrocyte_cerebellum),#HiC.interaction (astrocyte_spinal),#HiC.interaction (NeuN+),#HiC.interaction (NeuN-)
11,65472196,65857126,Enh222_MUS81,0,0,1,0
11,65472196,65497688,Enh222_MALAT1,3,0,11,3
11,65472196,65919274,Enh222_DRAP1,0,0,1,0
11,65472196,65386621,Enh222_FRMD8,0,0,9,2
11,65472196,65720947,Enh222_RNASEH2C,0,0,1,1
11,65472196,65558930,Enh222_LTBP3,0,0,2,0
11,65472196,65615382,Enh222_MAP3K11,0,0,2,1
11,65472196,65180566,Enh222_CAPN1,0,0,1,1
11,65472196,65122183,Enh222_MRPL49,0,0,4,0
11,65477551,65558930,Enh223_LTBP3,4,0,3,1
11,65477551,65919062,Enh223_C11orf68,0,0,0,0
11,65477551,65314866,Enh223_CDC42EP2,0,0,4,0
11,65477551,65615773,Enh223_PCNX3,0,0,2,0
11,65477551,65900573,Enh223_FOSL1,0,0,0,0
11,65477551,65027439,Enh223_SNX15,0,0,0,0
11,65477551,65919274,Enh223_DRAP1,0,0,0,0
11,65477551,65615382,Enh223_MAP3K11,0,0,2,0
11,65477551,65386621,Enh223_FRMD8,1,0,6,4
11,65477551,65663006,Enh223_RELA-DT,0,0,0,0
11,65477551,65089324,Enh223_VPS51,0,0,0,0
11,65477551,65888539,Enh223_FIBP,0,0,0,0
11,65477551,65084164,Enh223_CDCA5,0,0,1,0
11,65477551,65572349,Enh223_FAM89B,2,1,2,1
11,65477551,65117701,Enh223_ZNHIT2,2,1,1,0
11,65477551,65180566,Enh223_CAPN1,0,0,0,0
11,65477551,65122183,Enh223_MRPL49,2,0,1,0
11,65477551,65422774,Enh223_NEAT1,5,4,7,7
11,65477551,65497688,Enh223_MALAT1,32,6,12,4
11,65477551,65084210,Enh223_ZFPL1,0,0,1,0
11,65477551,65780976,Enh223_AP5B1,0,0,0,0
11,65477551,65638101,Enh223_SIPA1,1,0,0,0
11,65477551,65261920,Enh223_POLA2,1,0,0,0
11,65477551,65570460,Enh223_ZNRD2,2,1,2,1
11,65477551,65720947,Enh223_RNASEH2C,0,0,2,0
11,65477551,65014160,Enh223_ARL2,0,0,0,0
11,65477551,65134533,Enh223_SYVN1,0,0,0,0
11,65477551,65961728,Enh223_SART1,0,0,1,0
11,65477551,65122177,Enh223_FAU,2,0,1,0
11,65477551,65333852,Enh223_DPF2,0,1,0,1
11,65477551,65862026,Enh223_CFL1,2,0,0,0
11,65477551,65857126,Enh223_MUS81,0,0,1,0
11,65477551,65663090,Enh223_RELA,0,0,0,0
11,65477551,65890673,Enh223_CCDC85B,0,1,0,0
11,65477551,65040901,Enh223_SAC3D1,0,0,0,0
11,65477551,65525077,Enh223_SCYL1,3,1,8,1
11,65477551,65873592,Enh223_EFEMP2,0,0,0,1
11,65477551,65576046,Enh223_EHBP1L1,0,0,2,1
11,65477551,65711996,Enh223_KAT5,1,0,0,3
11,65477551,65111845,Enh223_TM7SF2,0,0,0,0
11,65479387,65180566,Enh224_CAPN1,0,0,0,0
11,65479387,65888539,Enh224_FIBP,0,0,0,0
11,65479387,65261920,Enh224_POLA2,1,0,0,0
11,65479387,65027439,Enh224_SNX15,0,0,0,0
11,65479387,65919062,Enh224_C11orf68,0,0,0,0
11,65479387,65084210,Enh224_ZFPL1,0,0,1,0
11,65479387,65117701,Enh224_ZNHIT2,2,1,1,0
11,65479387,65711996,Enh224_KAT5,1,0,0,3
11,65479387,65122183,Enh224_MRPL49,2,0,1,0
11,65479387,65890673,Enh224_CCDC85B,0,1,0,0
11,65479387,65615382,Enh224_MAP3K11,0,0,2,0
11,65479387,65386621,Enh224_FRMD8,1,0,6,4
11,65479387,65422774,Enh224_NEAT1,5,4,7,7
11,65479387,65558930,Enh224_LTBP3,4,0,3,1
11,65479387,65873592,Enh224_EFEMP2,0,0,0,1
11,65479387,65122177,Enh224_FAU,2,0,1,0
11,65479387,65663090,Enh224_RELA,0,0,0,0
11,65479387,65857126,Enh224_MUS81,0,0,1,0
11,65479387,65572349,Enh224_FAM89B,2,1,2,1
11,65479387,65576046,Enh224_EHBP1L1,0,0,2,1
11,65479387,65570460,Enh224_ZNRD2,2,1,2,1
11,65479387,65089324,Enh224_VPS51,0,0,0,0
11,65479387,65663006,Enh224_RELA-DT,0,0,0,0
11,65479387,65497688,Enh224_MALAT1,32,6,12,4
11,65479387,65084164,Enh224_CDCA5,0,0,1,0
11,65479387,65333852,Enh224_DPF2,0,1,0,1
11,65479387,65720947,Enh224_RNASEH2C,0,0,2,0
11,65479387,65900573,Enh224_FOSL1,0,0,0,0
11,65479387,65525077,Enh224_SCYL1,3,1,8,1
11,65479387,65780976,Enh224_AP5B1,0,0,0,0
11,65479387,65638101,Enh224_SIPA1,1,0,0,0
11,65479387,65014160,Enh224_ARL2,0,0,0,0
11,65479387,65314866,Enh224_CDC42EP2,0,0,4,0
11,65479387,65134533,Enh224_SYVN1,0,0,0,0
11,65479387,65919274,Enh224_DRAP1,0,0,0,0
11,65479387,65040901,Enh224_SAC3D1,0,0,0,0
11,65479387,65961728,Enh224_SART1,0,0,1,0
11,65479387,65111845,Enh224_TM7SF2,0,0,0,0
11,65479387,65862026,Enh224_CFL1,2,0,0,0
11,65479387,65615773,Enh224_PCNX3,0,0,2,0
11,65479655,65888539,Enh225_FIBP,0,0,0,0
11,65479655,65084164,Enh225_CDCA5,0,0,1,0
11,65479655,65117701,Enh225_ZNHIT2,2,1,1,0
11,65479655,65919274,Enh225_DRAP1,0,0,0,0
11,65479655,65180566,Enh225_CAPN1,0,0,0,0
11,65479655,65040901,Enh225_SAC3D1,0,0,0,0
11,65479655,65857126,Enh225_MUS81,0,0,1,0
11,65479655,65961728,Enh225_SART1,0,0,1,0
11,65479655,65615382,Enh225_MAP3K11,0,0,2,0
11,65479655,65890673,Enh225_CCDC85B,0,1,0,0
11,65479655,65122183,Enh225_MRPL49,2,0,1,0
11,65479655,65873592,Enh225_EFEMP2,0,0,0,1
11,65479655,65314866,Enh225_CDC42EP2,0,0,4,0
11,65479655,65663006,Enh225_RELA-DT,0,0,0,0
11,65479655,65422774,Enh225_NEAT1,5,4,7,7
11,65479655,65386621,Enh225_FRMD8,1,0,6,4
11,65479655,65862026,Enh225_CFL1,2,0,0,0
11,65479655,65014160,Enh225_ARL2,0,0,0,0
11,65479655,65711996,Enh225_KAT5,1,0,0,3
11,65479655,65572349,Enh225_FAM89B,2,1,2,1
11,65479655,65900573,Enh225_FOSL1,0,0,0,0
11,65479655,65261920,Enh225_POLA2,1,0,0,0
11,65479655,65780976,Enh225_AP5B1,0,0,0,0
11,65479655,65663090,Enh225_RELA,0,0,0,0
11,65479655,65919062,Enh225_C11orf68,0,0,0,0
11,65479655,65122177,Enh225_FAU,2,0,1,0
11,65479655,65525077,Enh225_SCYL1,3,1,8,1
11,65479655,65558930,Enh225_LTBP3,4,0,3,1
11,65479655,65576046,Enh225_EHBP1L1,0,0,2,1
11,65479655,65615773,Enh225_PCNX3,0,0,2,0
11,65479655,65638101,Enh225_SIPA1,1,0,0,0
11,65479655,65089324,Enh225_VPS51,0,0,0,0
11,65479655,65497688,Enh225_MALAT1,32,6,12,4
11,65479655,65333852,Enh225_DPF2,0,1,0,1
11,65479655,65111845,Enh225_TM7SF2,0,0,0,0
11,65479655,65027439,Enh225_SNX15,0,0,0,0
11,65479655,65720947,Enh225_RNASEH2C,0,0,2,0
11,65479655,65570460,Enh225_ZNRD2,2,1,2,1
11,65479655,65084210,Enh225_ZFPL1,0,0,1,0
11,65479655,65134533,Enh225_SYVN1,0,0,0,0
11,65481720,65888539,Enh226_FIBP,0,0,0,0
11,65481720,65089324,Enh226_VPS51,0,0,0,0
11,65481720,65873592,Enh226_EFEMP2,0,0,0,1
11,65481720,65027439,Enh226_SNX15,0,0,0,0
11,65481720,65122177,Enh226_FAU,0,0,1,0
11,65481720,65084164,Enh226_CDCA5,0,0,1,0
11,65481720,65261920,Enh226_POLA2,0,0,0,0
11,65481720,65862026,Enh226_CFL1,1,0,0,0
11,65481720,65615773,Enh226_PCNX3,0,0,2,0
11,65481720,65314866,Enh226_CDC42EP2,0,0,4,0
11,65481720,65497688,Enh226_MALAT1,6,2,12,4
11,65481720,65638101,Enh226_SIPA1,0,0,0,0
11,65481720,65890673,Enh226_CCDC85B,0,0,0,0
11,65481720,65558930,Enh226_LTBP3,0,0,3,1
11,65481720,65919274,Enh226_DRAP1,0,0,0,0
11,65481720,65122183,Enh226_MRPL49,0,0,1,0
11,65481720,65084210,Enh226_ZFPL1,0,0,1,0
11,65481720,65857126,Enh226_MUS81,0,0,1,0
11,65481720,65919062,Enh226_C11orf68,0,0,0,0
11,65481720,65961728,Enh226_SART1,0,0,1,0
11,65481720,65663006,Enh226_RELA-DT,0,0,0,0
11,65481720,65180566,Enh226_CAPN1,0,0,0,0
11,65481720,65780976,Enh226_AP5B1,0,0,0,0
11,65481720,65386621,Enh226_FRMD8,0,0,6,4
11,65481720,65900573,Enh226_FOSL1,0,0,0,0
11,65481720,65422774,Enh226_NEAT1,2,1,7,7
11,65481720,65720947,Enh226_RNASEH2C,0,1,2,0
11,65481720,65525077,Enh226_SCYL1,0,1,8,1
11,65481720,65615382,Enh226_MAP3K11,0,0,2,0
11,65481720,65570460,Enh226_ZNRD2,1,0,2,1
11,65481720,65572349,Enh226_FAM89B,1,0,2,1
11,65481720,65663090,Enh226_RELA,0,0,0,0
11,65481720,65333852,Enh226_DPF2,0,0,0,1
11,65481720,65134533,Enh226_SYVN1,0,0,0,0
11,65481720,65576046,Enh226_EHBP1L1,0,0,2,1
11,65481720,65040901,Enh226_SAC3D1,0,0,0,0
11,65481720,65111845,Enh226_TM7SF2,0,0,0,0
11,65481720,65117701,Enh226_ZNHIT2,0,0,1,0
11,65481720,65014160,Enh226_ARL2,0,0,0,0
11,65481720,65711996,Enh226_KAT5,0,0,0,3
11,65492091,65386621,Enh227_FRMD8,0,0,3,3
11,65492091,65711996,Enh227_KAT5,1,1,0,0
11,65492091,65900573,Enh227_FOSL1,1,1,0,0
11,65492091,65497688,Enh227_MALAT1,53,24,14,7
11,65492091,65961728,Enh227_SART1,0,0,0,0
11,65492091,65720947,Enh227_RNASEH2C,0,0,0,0
11,65492091,65572349,Enh227_FAM89B,1,0,4,1
11,65492091,65615382,Enh227_MAP3K11,1,0,3,0
11,65492091,65558930,Enh227_LTBP3,5,2,3,1
11,65492091,65314866,Enh227_CDC42EP2,0,0,3,3
11,65492091,65919062,Enh227_C11orf68,0,0,0,0
11,65492091,65857126,Enh227_MUS81,0,0,0,0
11,65492091,65117701,Enh227_ZNHIT2,1,0,0,0
11,65492091,65084210,Enh227_ZFPL1,0,0,0,0
11,65492091,65333852,Enh227_DPF2,0,0,1,0
11,65492091,65134533,Enh227_SYVN1,0,0,1,2
11,65492091,65615773,Enh227_PCNX3,1,0,3,0
11,65492091,65638101,Enh227_SIPA1,1,1,1,0
11,65492091,65111845,Enh227_TM7SF2,2,0,2,0
11,65492091,65663006,Enh227_RELA-DT,0,0,0,0
11,65492091,65525077,Enh227_SCYL1,1,3,2,3
11,65492091,65780976,Enh227_AP5B1,0,0,0,0
11,65492091,65027439,Enh227_SNX15,0,0,0,0
11,65492091,65862026,Enh227_CFL1,1,0,0,0
11,65492091,65919274,Enh227_DRAP1,0,0,0,0
11,65492091,65180566,Enh227_CAPN1,0,1,5,0
11,65492091,65122183,Enh227_MRPL49,0,0,0,0
11,65492091,65040901,Enh227_SAC3D1,0,0,0,0
11,65492091,65663090,Enh227_RELA,0,0,0,0
11,65492091,65570460,Enh227_ZNRD2,1,0,4,1
11,65492091,65122177,Enh227_FAU,0,0,0,0
11,65492091,65873592,Enh227_EFEMP2,0,0,0,1
11,65492091,65888539,Enh227_FIBP,0,0,0,0
11,65492091,65576046,Enh227_EHBP1L1,1,0,0,0
11,65492091,65089324,Enh227_VPS51,1,0,0,0
11,65492091,65890673,Enh227_CCDC85B,0,0,0,0
11,65492091,65261920,Enh227_POLA2,3,0,2,0
11,65492091,65422774,Enh227_NEAT1,20,8,7,4
11,65492091,65014160,Enh227_ARL2,0,0,1,2
11,65492091,65084164,Enh227_CDCA5,0,0,0,0
11,65492767,65422774,Enh228_NEAT1,20,8,11,8
11,65492767,65873592,Enh228_EFEMP2,0,0,0,0
11,65492767,65780976,Enh228_AP5B1,0,0,2,0
11,65492767,65261920,Enh228_POLA2,3,0,0,1
11,65492767,65040901,Enh228_SAC3D1,0,0,0,0
11,65492767,65615773,Enh228_PCNX3,1,0,1,1
11,65492767,65089324,Enh228_VPS51,1,0,5,0
11,65492767,65663090,Enh228_RELA,0,0,1,2
11,65492767,65084210,Enh228_ZFPL1,0,0,1,0
11,65492767,65711996,Enh228_KAT5,1,1,0,0
11,65492767,65961728,Enh228_SART1,0,0,0,0
11,65492767,65572349,Enh228_FAM89B,1,0,3,2
11,65492767,65663006,Enh228_RELA-DT,0,0,1,2
11,65492767,65084164,Enh228_CDCA5,0,0,1,0
11,65492767,65111845,Enh228_TM7SF2,2,0,2,0
11,65492767,65862026,Enh228_CFL1,1,0,0,0
11,65492767,65333852,Enh228_DPF2,0,0,2,1
11,65492767,65890673,Enh228_CCDC85B,0,0,0,0
11,65492767,65570460,Enh228_ZNRD2,1,0,3,2
11,65492767,65576046,Enh228_EHBP1L1,1,0,0,0
11,65492767,65027439,Enh228_SNX15,0,0,1,0
11,65492767,65857126,Enh228_MUS81,0,0,1,0
11,65492767,65638101,Enh228_SIPA1,1,1,1,0
11,65492767,65615382,Enh228_MAP3K11,1,0,1,1
11,65492767,65134533,Enh228_SYVN1,0,0,1,0
11,65492767,65122183,Enh228_MRPL49,0,0,0,0
11,65492767,65314866,Enh228_CDC42EP2,0,0,2,3
11,65492767,65900573,Enh228_FOSL1,1,1,0,0
11,65492767,65720947,Enh228_RNASEH2C,0,0,0,0
11,65492767,65180566,Enh228_CAPN1,0,1,1,1
11,65492767,65386621,Enh228_FRMD8,0,0,7,6
11,65492767,65497688,Enh228_MALAT1,53,24,19,24
11,65492767,65919274,Enh228_DRAP1,0,0,0,0
11,65492767,65558930,Enh228_LTBP3,5,2,1,0
11,65492767,65525077,Enh228_SCYL1,1,3,3,0
11,65492767,65888539,Enh228_FIBP,0,0,0,0
11,65492767,65122177,Enh228_FAU,0,0,0,0
11,65492767,65919062,Enh228_C11orf68,0,0,0,0
11,65492767,65117701,Enh228_ZNHIT2,1,0,0,0
11,65492767,65014160,Enh228_ARL2,0,0,1,0
11,65510967,65961728,Enh229_SART1,0,0,3,0
11,65510967,65117701,Enh229_ZNHIT2,1,0,2,2
11,65510967,65040901,Enh229_SAC3D1,0,0,1,0
11,65510967,65888539,Enh229_FIBP,0,0,2,0
11,65510967,65857126,Enh229_MUS81,0,0,1,0
11,65510967,65084210,Enh229_ZFPL1,0,0,1,0
11,65510967,65919274,Enh229_DRAP1,0,0,1,0
11,65510967,65497688,Enh229_MALAT1,5,1,15,8
11,65510967,65386621,Enh229_FRMD8,0,0,14,10
11,65510967,65638101,Enh229_SIPA1,1,0,0,0
11,65510967,66002176,Enh229_EIF1AD,0,0,1,1
11,65510967,65558930,Enh229_LTBP3,1,0,4,2
11,65510967,65570460,Enh229_ZNRD2,2,0,2,4
11,65510967,65615382,Enh229_MAP3K11,0,0,4,2
11,65510967,65122177,Enh229_FAU,0,0,2,2
11,65510967,65711996,Enh229_KAT5,0,0,0,0
11,65510967,65576046,Enh229_EHBP1L1,0,0,2,0
11,65510967,65027439,Enh229_SNX15,0,0,0,0
11,65510967,65663090,Enh229_RELA,0,0,0,0
11,65510967,65134533,Enh229_SYVN1,0,0,2,0
11,65510967,65663006,Enh229_RELA-DT,0,0,0,0
11,65510967,65720947,Enh229_RNASEH2C,0,0,0,0
11,65510967,65890673,Enh229_CCDC85B,1,0,2,0
11,65510967,65122183,Enh229_MRPL49,0,0,2,2
11,65510967,65261920,Enh229_POLA2,0,1,2,1
11,65510967,65615773,Enh229_PCNX3,0,0,4,2
11,65510967,65572349,Enh229_FAM89B,2,0,2,4
11,65510967,65900573,Enh229_FOSL1,0,0,0,0
11,65510967,65873592,Enh229_EFEMP2,0,0,3,0
11,65510967,65919062,Enh229_C11orf68,0,0,1,0
11,65510967,66002228,Enh229_BANF1,0,0,1,1
11,65510967,65314866,Enh229_CDC42EP2,1,0,4,0
11,65510967,65014160,Enh229_ARL2,0,0,1,0
11,65510967,65422774,Enh229_NEAT1,7,0,12,2
11,65510967,65180566,Enh229_CAPN1,0,0,2,3
11,65510967,65111845,Enh229_TM7SF2,0,0,0,0
11,65510967,65084164,Enh229_CDCA5,0,0,1,0
11,65510967,65089324,Enh229_VPS51,0,0,0,0
11,65510967,65780976,Enh229_AP5B1,0,0,0,0
11,65510967,65862026,Enh229_CFL1,0,0,1,0
11,65510967,65525077,Enh229_SCYL1,2,1,14,7
11,65510967,65333852,Enh229_DPF2,0,1,3,2
11,65818233,66289145,Enh230_YIF1A,0,0,1,0
11,65818233,65570460,Enh230_ZNRD2,1,0,3,1
11,65818233,65720947,Enh230_RNASEH2C,1,0,6,3
11,65818233,65873592,Enh230_EFEMP2,0,0,2,3
11,65818233,66070272,Enh230_PACS1,0,0,1,0
11,65818233,66002176,Enh230_EIF1AD,0,0,4,1
11,65818233,65919274,Enh230_DRAP1,0,0,2,2
11,65818233,66257294,Enh230_KLC2,0,0,0,0
11,65818233,65663090,Enh230_RELA,0,0,8,5
11,65818233,65663006,Enh230_RELA-DT,0,0,8,5
11,65818233,65711996,Enh230_KAT5,0,0,6,1
11,65818233,65497688,Enh230_MALAT1,0,0,1,0
11,65818233,65900573,Enh230_FOSL1,0,0,4,2
11,65818233,65525077,Enh230_SCYL1,0,0,0,0
11,65818233,65857126,Enh230_MUS81,0,0,6,4
11,65818233,65558930,Enh230_LTBP3,0,0,1,0
11,65818233,65919062,Enh230_C11orf68,0,0,2,2
11,65818233,65422774,Enh230_NEAT1,0,0,0,0
11,65818233,65615382,Enh230_MAP3K11,0,0,2,0
11,65818233,65780976,Enh230_AP5B1,0,0,5,2
11,65818233,65615773,Enh230_PCNX3,0,0,2,0
11,65818233,65386621,Enh230_FRMD8,0,0,0,1
11,65818233,65961728,Enh230_SART1,0,0,3,0
11,65818233,65890673,Enh230_CCDC85B,0,0,3,2
11,65818233,65572349,Enh230_FAM89B,1,0,3,1
11,65818233,65638101,Enh230_SIPA1,0,0,5,1
11,65818233,66268590,Enh230_RAB1B,1,0,0,0
11,65818233,65333852,Enh230_DPF2,0,0,1,0
11,65818233,65862026,Enh230_CFL1,0,0,5,0
11,65818233,66002228,Enh230_BANF1,0,0,4,1
11,65818233,65888539,Enh230_FIBP,0,0,3,2
11,65818233,65576046,Enh230_EHBP1L1,0,0,1,0
11,65818233,66050729,Enh230_SF3B2,0,0,6,0
11,73779249,73983246,Enh231_UCP2,0,0,0,0
11,73779249,73876699,Enh231_PAAF1,0,0,9,5
11,73779249,74171267,Enh231_PPME1,0,1,2,5
11,73779249,73787872,Enh231_MRPL48,0,0,31,30
11,73779249,73876901,Enh231_COA4,0,0,9,5
11,73779249,73598189,Enh231_FAM168A,0,0,2,0
11,73779249,73761137,Enh231_RAB6A,0,0,7,10
11,73779249,73308276,Enh231_ARHGEF17,0,0,0,1
11,73779249,73376399,Enh231_RELT,0,0,1,0
11,73779249,74171210,Enh231_C2CD3,0,1,2,5
11,73779653,73376399,Enh232_RELT,0,0,1,0
11,73779653,73761137,Enh232_RAB6A,0,0,7,10
11,73779653,74171267,Enh232_PPME1,0,1,2,5
11,73779653,73983246,Enh232_UCP2,0,0,0,0
11,73779653,73787872,Enh232_MRPL48,0,0,31,30
11,73779653,74171210,Enh232_C2CD3,0,1,2,5
11,73779653,73308276,Enh232_ARHGEF17,0,0,0,1
11,73779653,73598189,Enh232_FAM168A,0,0,2,0
11,73779653,73876901,Enh232_COA4,0,0,9,5
11,73779653,73876699,Enh232_PAAF1,0,0,9,5
11,74673059,74311640,Enh233_P4HA3,0,0,0,0
11,74673059,74493366,Enh233_AP001372.2,0,0,1,1
11,74673059,74493851,Enh233_POLD3,0,0,1,1
11,74673059,74949247,Enh233_SPCS2,0,0,1,1
11,74673059,74988279,Enh233_NEU3,1,0,0,0
11,74673059,74398433,Enh233_PGM2L1,0,0,2,0
11,74673059,74949200,Enh233_XRRA1,0,0,1,1
11,74673059,74748849,Enh233_RNF169,0,0,2,2
11,74682504,74493851,Enh234_POLD3,3,1,2,0
11,74682504,74748849,Enh234_RNF169,0,0,3,0
11,74682504,74311640,Enh234_P4HA3,0,1,2,0
11,74682504,74949200,Enh234_XRRA1,0,0,0,1
11,74682504,74988279,Enh234_NEU3,1,0,0,1
11,74682504,74493366,Enh234_AP001372.2,3,1,2,0
11,74682504,74949247,Enh234_SPCS2,0,0,0,1
11,74682504,74398433,Enh234_PGM2L1,0,1,3,0
11,75023090,74988279,Enh235_NEU3,11,5,6,6
11,75023090,74748849,Enh235_RNF169,0,0,0,2
11,75023090,75351705,Enh235_ARRB1,1,1,1,4
11,75023090,74949200,Enh235_XRRA1,0,0,2,1
11,75023090,75430629,Enh235_KLHL35,0,0,0,0
11,75023090,75399515,Enh235_RPS3,4,0,0,0
11,75023090,74949247,Enh235_SPCS2,0,0,2,1
11,75554496,75399515,Enh236_RPS3,0,0,1,0
11,75554496,75430629,Enh236_KLHL35,0,0,2,0
11,75554496,75669120,Enh236_MAP6,0,0,0,2
11,75554496,75562056,Enh236_SERPINH1,0,0,18,18
11,75554496,75815210,Enh236_UVRAG,0,0,3,0
11,75554496,75351705,Enh236_ARRB1,0,0,2,0
11,75554496,75525941,Enh236_GDPD5,0,0,3,1
11,75558248,75525941,Enh237_GDPD5,1,1,3,1
11,75558248,75351705,Enh237_ARRB1,0,0,2,0
11,75558248,75669120,Enh237_MAP6,0,0,0,2
11,75558248,75562056,Enh237_SERPINH1,10,7,18,18
11,75558248,75430629,Enh237_KLHL35,0,0,2,0
11,75558248,75399515,Enh237_RPS3,0,0,1,0
11,75558248,75815210,Enh237_UVRAG,0,0,3,0
11,76234576,76381132,Enh238_THAP12,4,0,5,3
11,76234576,76670747,Enh238_LRRC32,1,0,0,1
11,76234576,76444687,Enh238_AP002360.1,4,2,9,0
11,76234576,75815210,Enh238_UVRAG,0,0,3,2
11,76234576,76381303,Enh238_GVQW3,4,0,5,3
11,76234576,76444923,Enh238_EMSY,4,2,9,0
11,76235651,76381303,Enh239_GVQW3,1,0,5,3
11,76235651,75815210,Enh239_UVRAG,0,0,3,2
11,76235651,76670747,Enh239_LRRC32,0,0,0,1
11,76235651,76444923,Enh239_EMSY,1,0,9,0
11,76235651,76444687,Enh239_AP002360.1,1,0,9,0
11,76235651,76381132,Enh239_THAP12,1,0,5,3
11,76236319,76670747,Enh240_LRRC32,0,0,0,1
11,76236319,75815210,Enh240_UVRAG,0,0,3,2
11,76236319,76381303,Enh240_GVQW3,1,0,5,3
11,76236319,76444923,Enh240_EMSY,1,0,9,0
11,76236319,76381132,Enh240_THAP12,1,0,5,3
11,76236319,76444687,Enh240_AP002360.1,1,0,9,0
11,92224801,92352096,Enh241_FAT3,0,1,0,1
11,92226216,92352096,Enh242_FAT3,1,0,0,1
11,92226754,92352096,Enh243_FAT3,1,0,0,1
11,95254493,95232541,Enh245_SESN3,8,1,6,6
11,95254493,95067197,Enh245_SRSF8,1,0,3,2
11,95254493,95089846,Enh245_ENDOD1,0,0,1,2
11,95254493,94973586,Enh245_CWC15,0,0,1,1
11,95339307,95232541,Enh246_SESN3,9,1,0,3
11,95339307,94973586,Enh246_CWC15,0,0,1,0
11,95339307,95790409,Enh246_FAM76B,1,2,2,0
11,95339307,95089846,Enh246_ENDOD1,0,0,1,1
11,95339307,95067197,Enh246_SRSF8,4,2,4,0
11,95339307,95789965,Enh246_CEP57,0,0,2,0
11,108967791,108593768,Enh178_EXPH5,0,0,0,0
11,108967791,108665069,Enh178_DDX10,0,0,2,0
11,108967791,109422190,Enh178_C11orf87,0,0,0,0
11,108967791,108498384,Enh178_POGLUT3,0,0,0,0
11,108986198,108593768,Enh179_EXPH5,2,0,0,0
11,108986198,108665069,Enh179_DDX10,0,0,0,2
11,108986198,109422190,Enh179_C11orf87,3,0,0,0
11,108986198,108498384,Enh179_POGLUT3,0,0,0,0
11,111230541,111602449,Enh182_SIK2,0,0,1,0
11,111230541,111540280,Enh182_LAYN,0,0,0,0
11,112881608,113314529,Enh183_TTC12,0,0,0,0
11,112881608,112961247,Enh183_NCAM1,2,0,6,1
11,113896487,113875570,Enh184_USP28,0,0,5,3
11,113896487,113773735,Enh184_ZW10,0,1,0,2
11,114036461,113773735,Enh185_ZW10,0,0,0,1
11,114036461,114400030,Enh185_RBM7,1,0,2,1
11,114036461,113875570,Enh185_USP28,0,0,2,2
11,114036461,114439386,Enh185_REXO2,1,0,1,0
11,114036461,114400511,Enh185_C11orf71,1,0,2,1
11,116563602,116788039,Enh186_ZPR1,0,0,0,1
11,116563602,116772987,Enh186_BUD13,0,0,0,0
11,116726125,117098437,Enh187_SIK3,3,1,0,0
11,116726125,117144284,Enh187_PAFAH1B2,3,3,0,0
11,116726125,116788039,Enh187_ZPR1,2,1,0,0
11,116726125,117178736,Enh187_SIDT2,4,0,0,0
11,116726125,116772987,Enh187_BUD13,4,0,2,1
11,116726125,117199370,Enh187_TAGLN,0,0,0,0
11,121655967,122116215,Enh189_BLID,0,0,5,2
11,121655967,121292681,Enh189_SC5D,1,0,2,0
11,122629110,122556721,Enh190_MIR100HG,0,0,0,2
11,122629110,123063230,Enh190_HSPA8,0,0,0,2
11,122629110,122655722,Enh190_UBASH3B,0,1,4,3
11,122629110,122882528,Enh190_JHY,0,0,2,2
11,124075957,124115404,Enh191_VWA5A,0,0,3,9
11,124075957,123741675,Enh191_ZNF202,0,0,1,1
11,124076378,124115404,Enh192_VWA5A,0,0,3,9
11,124076378,123741675,Enh192_ZNF202,0,0,1,1
11,124086700,124115404,Enh193_VWA5A,6,1,2,4
11,124086700,123741675,Enh193_ZNF202,0,0,0,0
11,124718265,124739942,Enh194_NRGN,18,5,2,5
11,124718265,125111763,Enh194_TMEM218,2,3,0,0
11,124718265,124800673,Enh194_MSANTD2,2,2,1,2
11,124718265,124865432,Enh194_ROBO3,0,0,2,1
11,124718265,124954121,Enh194_CCDC15,0,0,0,0
11,124718265,124622836,Enh194_TBRG1,8,2,2,0
11,124718265,124695707,Enh194_SIAE,10,1,4,4
11,124718265,124673798,Enh194_SPA17,0,0,2,6
11,128451901,128686535,Enh195_FLI1,1,0,1,0
11,128451901,128587558,Enh195_ETS1,0,0,0,2
11,130601312,130314917,Enh196_ZBTB44,0,0,0,0
11,130601312,130870247,Enh196_AP003486.1,1,0,1,1
11,130601312,130916509,Enh196_SNX19,0,0,0,1
11,130873172,131370478,Enh197_NTM,0,0,0,0
11,130873172,130916509,Enh197_SNX19,0,0,0,1
11,130873172,130870247,Enh197_AP003486.1,0,130,0,0
12,26114422,25959029,Enh280_RASSF8,1,0,0,0
12,26114422,26125037,Enh280_BHLHE41,18,4,9,2
12,26114422,25959765,Enh280_RASSF8-AS1,1,0,0,0
12,26114422,26121991,Enh280_SSPN,27,10,10,19
12,47651861,48105139,Enh281_PFKM,0,0,1,1
12,47651861,47706030,Enh281_RPAP3,0,1,3,1
12,47651861,47833132,Enh281_HDAC7,0,0,3,1
12,47651861,47753916,Enh281_SLC48A1,0,0,1,0
12,47651861,47963569,Enh281_TMEM106C,0,0,4,0
12,47651861,48106079,Enh281_SENP1,0,0,1,1
12,48296744,48716998,Enh282_CCNT1,0,0,1,0
12,48296744,48106079,Enh282_SENP1,3,0,0,1
12,48296744,47833132,Enh282_HDAC7,0,0,0,2
