chr,start,end,id,abs_summit,pileup,-LOG10(pvalue),fold_enrichment,-LOG10(qvalue),name,GENCODE32,Full.Brain,Rizz.Brain,Song.Cult,Trev.HCS,TAD,PE,cpm,high.cpm,nRep
chr19,34134233,34134663,chr19:34134233-34134663,34134491,174,182.13602,24.32742,179.20682,NHA_ATAC_S3.filtered.BAM_peak_112583,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7.36028933551181,TRUE,4
chr19,34134777,34134955,chr19:34134777-34134955,34134854,132,123.66865,18.5336,120.99175,NHA_ATAC_S3.filtered.BAM_peak_112584,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5.58366777176758,TRUE,3
chr19,34474927,34475427,chr19:34474927-34475427,34475208,173,187.5518,26.21434,184.59979,NHA_ATAC_S3.filtered.BAM_peak_112609,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,7.31798882208933,TRUE,2
chr19,39052329,39052628,chr19:39052329-39052628,39052464,148,203.10016,42.92302,200.08398,NHA_ATAC_S3.filtered.BAM_peak_113118,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6.26047598652729,TRUE,2
chr19,39078570,39079426,chr19:39078570-39079426,39078749,306,289.80783,21.03533,286.43726,NHA_ATAC_S3.filtered.BAM_peak_113124,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,12.9439571072794,TRUE,3
chr19,40433414,40433596,chr19:40433414-40433596,40433490,81,29.86044,4.67755,27.73021,NHA_ATAC_S3.filtered.BAM_peak_113306,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3.42634158722101,TRUE,4
chr19,40433771,40434343,chr19:40433771-40434343,40434004,529,578.45331,30.42894,573.87604,NHA_ATAC_S3.filtered.BAM_peak_113307,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22.3769716004928,TRUE,4
chr19,40634523,40634764,chr19:40634523-40634764,40634679,130,107.35913,14.62559,104.75809,NHA_ATAC_S3.filtered.BAM_peak_113359,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,5.49906674492262,TRUE,2
chr19,40662865,40663804,chr19:40662865-40663804,40662967,315,271.99341,17.44646,268.69543,NHA_ATAC_S3.filtered.BAM_peak_113364,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,13.3246617280817,TRUE,3
chr19,46416462,46416762,chr19:46416462-46416762,46416586,145,124.18857,15.86934,121.50945,NHA_ATAC_S3.filtered.BAM_peak_114285,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,6.13357444625984,TRUE,3
chr19,46856115,46856386,chr19:46856115-46856386,46856218,518,450.92874,18.25116,446.89368,NHA_ATAC_S3.filtered.BAM_peak_114386,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,21.9116659528455,TRUE,4
chr19,47239648,47239950,chr19:47239648-47239950,47239764,277,216.87161,14.35375,213.79901,NHA_ATAC_S3.filtered.BAM_peak_114477,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,11.7172422180274,TRUE,3
chr19,47241179,47241336,chr19:47241179-47241336,47241279,77,24.24648,4.0165,22.17319,NHA_ATAC_S3.filtered.BAM_peak_114478,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3.25713953353109,TRUE,2
chr19,47243074,47243343,chr19:47243074-47243343,47243157,180,107.10747,8.90414,104.50755,NHA_ATAC_S3.filtered.BAM_peak_114479,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,7.6140924160467,TRUE,3
chr19,47244092,47244564,chr19:47244092-47244564,47244283,344,293.45963,17.13674,290.07419,NHA_ATAC_S3.filtered.BAM_peak_114480,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,14.5513766173337,TRUE,4
chr19,47600280,47600789,chr19:47600280-47600789,47600510,420,347.16409,16.29851,343.56058,NHA_ATAC_S3.filtered.BAM_peak_114554,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,17.7662156374423,TRUE,4
chr2,64831216,64831703,chr2:64831216-64831703,64831500,501,494.48453,23.84462,490.2637,NHA_ATAC_S3.filtered.BAM_peak_122127,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,21.1925572246633,TRUE,3
chr2,9165638,9165874,chr2:9165638-9165874,9165750,130,110.61391,15.43386,107.99743,NHA_ATAC_S3.filtered.BAM_peak_116193,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.49906674492262,TRUE,4
chr2,10036083,10036578,chr2:10036083-10036578,10036208,271,280.89249,25.30072,277.55795,NHA_ATAC_S3.filtered.BAM_peak_116360,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11.4634391374925,TRUE,4
chr2,10283179,10283583,chr2:10283179-10283583,10283431,535,512.76331,22.4166,508.4639,NHA_ATAC_S3.filtered.BAM_peak_116412,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,22.6307746810277,TRUE,3
chr2,25215986,25216365,chr2:25215986-25216365,25216122,79,76.33247,17.57157,73.88776,NHA_ATAC_S3.filtered.BAM_peak_117900,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,3.34174056037605,TRUE,2
chr2,26001804,26001935,chr2:26001804-26001935,26001872,51,16.25827,3.86803,14.28345,NHA_ATAC_S3.filtered.BAM_peak_118020,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2.15732618454656,TRUE,4
chr2,26018093,26018465,chr2:26018093-26018465,26018288,515,658.07037,45.44494,653.12695,NHA_ATAC_S3.filtered.BAM_peak_118023,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,21.7847644125781,TRUE,2
chr2,27720120,27720461,chr2:27720120-27720461,27720304,309,274.40857,18.42759,271.10077,NHA_ATAC_S3.filtered.BAM_peak_118307,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,13.0708586475468,TRUE,2
chr2,27723385,27723616,chr2:27723385-27723616,27723524,179,129.72804,12.10644,127.02409,NHA_ATAC_S3.filtered.BAM_peak_118309,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,7.57179190262422,TRUE,3
chr2,27725452,27725626,chr2:27725452-27725626,27725538,126,97.70525,13.04658,95.15084,NHA_ATAC_S3.filtered.BAM_peak_118310,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,5.32986469123269,TRUE,2
chr2,27735546,27735840,chr2:27735546-27735840,27735735,86,84.68687,18.59465,82.19813,NHA_ATAC_S3.filtered.BAM_peak_118313,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,3.63784415433342,TRUE,2
chr2,28356097,28356481,chr2:28356097-28356481,28356228,283,304.57574,27.69233,301.14502,NHA_ATAC_S3.filtered.BAM_peak_118412,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,11.9710452985623,TRUE,2
chr2,30225145,30225407,chr2:30225145-30225407,30225263,141,138.57541,20.59809,135.83229,NHA_ATAC_S3.filtered.BAM_peak_118672,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,5.96437239256992,TRUE,2
chr2,30225534,30225779,chr2:30225534-30225779,30225658,128,115.26171,17.09665,112.62346,NHA_ATAC_S3.filtered.BAM_peak_118673,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,5.41446571807765,TRUE,2
chr2,30422106,30422753,chr2:30422106-30422753,30422617,89,79.98088,15.88789,77.51689,NHA_ATAC_S3.filtered.BAM_peak_118704,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3.76474569460087,TRUE,2
chr2,41840756,41841535,chr2:41840756-41841535,41840936,477,566.39178,37.12751,561.86475,NHA_ATAC_S3.filtered.BAM_peak_119722,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,20.1773449025238,TRUE,3
chr2,41966497,41966836,chr2:41966497-41966836,41966672,166,195.53632,31.25416,192.55125,NHA_ATAC_S3.filtered.BAM_peak_119737,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7.02188522813196,TRUE,4
chr2,44075713,44075956,chr2:44075713-44075956,44075834,68,79.35239,23.54762,76.89141,NHA_ATAC_S3.filtered.BAM_peak_120035,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2.87643491272875,TRUE,4
chr2,44087035,44087538,chr2:44087035-44087538,44087327,185,233.57593,37.55761,230.43451,NHA_ATAC_S3.filtered.BAM_peak_120036,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7.82559498315911,TRUE,4
chr2,45643683,45643937,chr2:45643683-45643937,45643811,346,473.36447,52.00578,469.2337,NHA_ATAC_S3.filtered.BAM_peak_120239,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,14.6359776441787,TRUE,3
chr2,55119704,55119940,chr2:55119704-55119940,55119805,148,115.69486,13.50494,113.05472,NHA_ATAC_S3.filtered.BAM_peak_121267,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,6.26047598652729,TRUE,2
chr2,55120640,55120876,chr2:55120640-55120876,55120743,139,108.1178,13.28543,105.51335,NHA_ATAC_S3.filtered.BAM_peak_121268,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5.87977136572495,TRUE,3
chr2,55133852,55134197,chr2:55133852-55134197,55134054,154,154.37753,21.7706,151.56592,NHA_ATAC_S3.filtered.BAM_peak_121270,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6.51427906706218,TRUE,4
chr2,55155719,55156571,chr2:55155719-55156571,55156162,198,151.50255,13.41177,148.70311,NHA_ATAC_S3.filtered.BAM_peak_121274,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,8.37550165765137,TRUE,3
chr2,55163286,55163547,chr2:55163286-55163547,55163424,193,139.45515,12.12699,136.70805,NHA_ATAC_S3.filtered.BAM_peak_121276,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,8.16399909053896,TRUE,2
chr2,55163985,55164092,chr2:55163985-55164092,55164063,64,16.61314,3.35986,14.63471,NHA_ATAC_S3.filtered.BAM_peak_121277,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,2.70723285903883,TRUE,2
chr2,55165657,55165951,chr2:55165657-55165951,55165803,316,264.52048,16.42264,261.25305,NHA_ATAC_S3.filtered.BAM_peak_121278,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,13.3669622415042,TRUE,2
chr2,55168241,55168820,chr2:55168241-55168820,55168698,178,127.78832,11.91045,125.09298,NHA_ATAC_S3.filtered.BAM_peak_121279,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7.52949138920174,TRUE,4
chr2,61671173,61671409,chr2:61671173-61671409,61671276,72,65.1922,15.30406,62.81105,NHA_ATAC_S3.filtered.BAM_peak_121754,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3.04563696641868,TRUE,3
chr2,61694532,61695104,chr2:61694532-61695104,61694751,174,217.54555,36.19349,214.47021,NHA_ATAC_S3.filtered.BAM_peak_121757,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7.36028933551181,TRUE,4
chr2,61763771,61763974,chr2:61763771-61763974,61763873,137,81.15318,8.64755,78.68279,NHA_ATAC_S3.filtered.BAM_peak_121765,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5.79517033887999,TRUE,3
chr2,61764070,61764745,chr2:61764070-61764745,61764404,440,463.25528,27.42554,459.16779,NHA_ATAC_S3.filtered.BAM_peak_121766,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,18.6122259058919,TRUE,3
chr2,62412179,62412325,chr2:62412179-62412325,62412234,75,55.77171,11.18643,53.44764,NHA_ATAC_S3.filtered.BAM_peak_121831,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,3.17253850668612,TRUE,3
chr2,62456723,62457457,chr2:62456723-62457457,62457076,245,194.69398,14.61564,191.71245,NHA_ATAC_S3.filtered.BAM_peak_121834,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,10.363625788508,TRUE,3
chr2,64064090,64064293,chr2:64064090-64064293,64064178,74,45.35817,8.40195,43.10501,NHA_ATAC_S3.filtered.BAM_peak_122011,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3.13023799326364,TRUE,2
chr2,64064593,64065070,chr2:64064593-64065070,64064789,133,111.69096,15.12185,109.0692,NHA_ATAC_S3.filtered.BAM_peak_122012,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,5.62596828519006,TRUE,2
chr2,64273794,64274050,chr2:64273794-64274050,64273913,215,249.36136,31.69171,246.15549,NHA_ATAC_S3.filtered.BAM_peak_122037,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,9.09461038583356,TRUE,2
chr2,64312034,64312596,chr2:64312034-64312596,64312482,204,273.93387,44.55954,270.62805,NHA_ATAC_S3.filtered.BAM_peak_122041,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,8.62930473818626,TRUE,3
chr2,64328069,64328173,chr2:64328069-64328173,64328124,60,31.19608,6.56219,29.05385,NHA_ATAC_S3.filtered.BAM_peak_122044,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2.5380308053489,TRUE,3
chr2,64767781,64768435,chr2:64767781-64768435,64767915,343,275.88647,15.29824,272.5726,NHA_ATAC_S3.filtered.BAM_peak_122112,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,14.5090761039112,TRUE,3
chr2,64831843,64831985,chr2:64831843-64831985,64831880,152,73.58285,6.6727,71.15331,NHA_ATAC_S3.filtered.BAM_peak_122128,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,6.42967804021721,TRUE,3
chr2,65300269,65301405,chr2:65300269-65301405,65301186,399,363.97577,19.82164,360.30362,NHA_ATAC_S3.filtered.BAM_peak_122215,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,16.8779048555702,TRUE,3
chr2,104378861,104379073,chr2:104378861-104379073,104378954,157,219.4892,45.62986,216.40588,NHA_ATAC_S3.filtered.BAM_peak_124951,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,6.64118060732962,TRUE,3
chr2,126777452,126777643,chr2:126777452-126777643,126777582,102,133.13931,33.96359,130.42021,NHA_ATAC_S3.filtered.BAM_peak_126470,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.31465236909313,TRUE,4
chr2,128233067,128233429,chr2:128233067-128233429,128233183,168,117.3204,11.3203,114.67273,NHA_ATAC_S3.filtered.BAM_peak_126662,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,7.10648625497692,TRUE,3
chr2,128233574,128233795,chr2:128233574-128233795,128233674,399,416.8555,26.73141,412.96466,NHA_ATAC_S3.filtered.BAM_peak_126663,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,16.8779048555702,TRUE,3
chr2,128321834,128322119,chr2:128321834-128322119,128321962,167,127.34052,13.11092,124.64715,NHA_ATAC_S3.filtered.BAM_peak_126680,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,7.06418574155444,TRUE,3
chr2,128322324,128322474,chr2:128322324-128322474,128322434,71,32.05759,5.70404,29.90939,NHA_ATAC_S3.filtered.BAM_peak_126681,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3.0033364529962,TRUE,2
chr2,128347900,128348533,chr2:128347900-128348533,128348197,138,160.15999,29.00855,157.32373,NHA_ATAC_S3.filtered.BAM_peak_126682,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.83747085230247,TRUE,4
chr2,128369187,128369360,chr2:128369187-128369360,128369295,71,58.15176,12.89821,55.81353,NHA_ATAC_S3.filtered.BAM_peak_126686,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3.0033364529962,TRUE,2
chr2,128374139,128374490,chr2:128374139-128374490,128374345,141,149.65074,24.10644,146.8593,NHA_ATAC_S3.filtered.BAM_peak_126687,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,5.96437239256992,TRUE,2
chr2,128379290,128379518,chr2:128379290-128379518,128379386,63,54.19379,13.56549,51.87971,NHA_ATAC_S3.filtered.BAM_peak_126689,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2.66493234561634,TRUE,3
chr2,128736689,128736951,chr2:128736689-128736951,128736806,79,96.83377,27.30158,94.28335,NHA_ATAC_S3.filtered.BAM_peak_126721,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,3.34174056037605,TRUE,3
chr2,130391188,130391899,chr2:130391188-130391899,130391832,202,202.91054,22.78562,199.89513,NHA_ATAC_S3.filtered.BAM_peak_126767,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,8.5447037113413,TRUE,3
chr2,151315434,151315920,chr2:151315434-151315920,151315761,101,119.32909,27.65355,116.6722,NHA_ATAC_S3.filtered.BAM_peak_128326,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,4.27235185567065,TRUE,3
chr2,156400276,156400575,chr2:156400276-156400575,156400460,261,232.34216,18.26175,229.2058,NHA_ATAC_S3.filtered.BAM_peak_128733,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,11.0404340032677,TRUE,3
chr2,156400698,156401281,chr2:156400698-156401281,156400847,332,325.97882,22.89176,322.46152,NHA_ATAC_S3.filtered.BAM_peak_128734,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,14.0437704562639,TRUE,3
chr2,170973430,170974142,chr2:170973430-170974142,170973575,183,191.09465,24.39997,188.12798,NHA_ATAC_S3.filtered.BAM_peak_130161,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,7.74099395631414,TRUE,3
chr2,182593433,182593631,chr2:182593433-182593631,182593527,92,101.59158,23.52384,99.01841,NHA_ATAC_S3.filtered.BAM_peak_131304,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3.89164723486831,TRUE,2
chr2,203649809,203650068,chr2:203649809-203650068,203649915,111,122.16049,24.60019,119.49049,NHA_ATAC_S3.filtered.BAM_peak_133322,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.69535698989546,TRUE,4
chr2,226031086,226031567,chr2:226031086-226031567,226031448,164,159.4715,20.66631,156.63823,NHA_ATAC_S3.filtered.BAM_peak_135835,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,6.93728420128699,TRUE,3
chr2,226031945,226032434,chr2:226031945-226032434,226032291,98,75.30598,12.37286,72.86713,NHA_ATAC_S3.filtered.BAM_peak_135836,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4.1454503154032,TRUE,2
chr2,227406179,227406934,chr2:227406179-227406934,227406406,106,96.09157,16.73348,93.54517,NHA_ATAC_S3.filtered.BAM_peak_136006,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4.48385442278306,TRUE,2
chr2,227415609,227415832,chr2:227415609-227415832,227415734,170,196.40341,30.07171,193.41476,NHA_ATAC_S3.filtered.BAM_peak_136011,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,7.19108728182188,TRUE,2
chr2,231597162,231597447,chr2:231597162-231597447,231597274,168,167.4882,21.83241,164.62076,NHA_ATAC_S3.filtered.BAM_peak_136477,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,7.10648625497692,TRUE,3
chr2,231601739,231601899,chr2:231601739-231601899,231601844,236,166.46423,11.8309,163.6012,NHA_ATAC_S3.filtered.BAM_peak_136478,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,9.98292116770567,TRUE,2
chr2,231604396,231605237,chr2:231604396-231605237,231604934,241,184.09103,13.59231,181.15358,NHA_ATAC_S3.filtered.BAM_peak_136479,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10.1944237348181,TRUE,4
chr2,231611831,231612337,chr2:231611831-231612337,231611970,517,433.08331,16.8948,429.12381,NHA_ATAC_S3.filtered.BAM_peak_136480,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,21.869365439423,TRUE,3
chr2,231612502,231612828,chr2:231612502-231612828,231612692,417,313.85068,13.67588,310.38284,NHA_ATAC_S3.filtered.BAM_peak_136481,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,17.6393140971749,TRUE,3
chr2,231613884,231614652,chr2:231613884-231614652,231614333,156,60.32501,5.17413,57.97268,NHA_ATAC_S3.filtered.BAM_peak_136482,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,6.59888009390714,TRUE,3
chr2,231662113,231662589,chr2:231662113-231662589,231662230,146,64.41261,5.95633,62.0355,NHA_ATAC_S3.filtered.BAM_peak_136494,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,6.17587495968232,TRUE,3
chr2,231666365,231666792,chr2:231666365-231666792,231666527,692,711.80304,26.67616,706.573,NHA_ATAC_S3.filtered.BAM_peak_136495,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,29.2719552883573,TRUE,3
chr2,231666939,231667147,chr2:231666939-231667147,231667027,314,221.19482,12.01504,218.10451,NHA_ATAC_S3.filtered.BAM_peak_136496,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,13.2823612146592,TRUE,3
chr2,231674915,231675095,chr2:231674915-231675095,231674976,147,115.35959,13.58545,112.72092,NHA_ATAC_S3.filtered.BAM_peak_136499,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6.2181754731048,TRUE,4
chr2,231680974,231681435,chr2:231680974-231681435,231681164,444,475.58975,28.5854,471.44968,NHA_ATAC_S3.filtered.BAM_peak_136502,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,18.7814279595819,TRUE,4
chr2,231687284,231687510,chr2:231687284-231687510,231687369,200,247.19913,36.31834,244.002,NHA_ATAC_S3.filtered.BAM_peak_136503,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8.46010268449633,TRUE,4
chr2,235263607,235263893,chr2:235263607-235263893,235263740,310,399.80472,43.68166,395.98462,NHA_ATAC_S3.filtered.BAM_peak_136931,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13.1131591609693,TRUE,4
chr2,235469000,235469297,chr2:235469000-235469297,235469156,359,445.36368,40.32935,441.35193,NHA_ATAC_S3.filtered.BAM_peak_136951,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,15.1858843186709,TRUE,2
chr2,237315231,237315538,chr2:237315231-237315538,237315412,406,469.3089,34.15953,465.1955,NHA_ATAC_S3.filtered.BAM_peak_137152,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,17.1740084495276,TRUE,2
chr2,237475243,237475651,chr2:237475243-237475651,237475339,236,194.1797,15.54065,191.20029,NHA_ATAC_S3.filtered.BAM_peak_137179,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,9.98292116770567,TRUE,3
chr2,240370123,240370480,chr2:240370123-240370480,240370268,462,390.57932,17.11579,386.79684,NHA_ATAC_S3.filtered.BAM_peak_137556,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,19.5428372011865,TRUE,4
chr2,240832225,240832662,chr2:240832225-240832662,240832450,94,91.31047,18.53252,88.78797,NHA_ATAC_S3.filtered.BAM_peak_137612,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,3.97624826171328,TRUE,3
chr2,241541049,241541444,chr2:241541049-241541444,241541167,60,35.18182,7.63612,33.00545,NHA_ATAC_S3.filtered.BAM_peak_137710,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2.5380308053489,TRUE,3
chr20,4085300,4085833,chr20:4085300-4085833,4085451,301,314.67807,26.08867,311.20682,NHA_ATAC_S3.filtered.BAM_peak_138244,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,12.732454540167,TRUE,3
chr20,4601619,4602082,chr20:4601619-4602082,4601719,83,94.63697,24.22853,92.09785,NHA_ATAC_S3.filtered.BAM_peak_138318,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3.51094261406598,TRUE,4
chr20,4613788,4614117,chr20:4613788-4614117,4613996,53,56.76318,18.42857,54.43238,NHA_ATAC_S3.filtered.BAM_peak_138321,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2.24192721139153,TRUE,4
chr20,21505275,21505435,chr20:21505275-21505435,21505329,54,39.65574,10.21029,37.44438,NHA_ATAC_S3.filtered.BAM_peak_139690,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2.28422772481401,TRUE,4
chr20,21506338,21506570,chr20:21506338-21506570,21506481,132,139.17752,23.46078,136.43163,NHA_ATAC_S3.filtered.BAM_peak_139692,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.58366777176758,TRUE,4
chr20,23622831,23623179,chr20:23622831-23623179,23622983,353,435.10928,39.58016,431.14136,NHA_ATAC_S3.filtered.BAM_peak_139773,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,14.932081238136,TRUE,2
chr20,31661594,31661937,chr20:31661594-31661937,31661795,258,263.14655,24.27785,259.88467,NHA_ATAC_S3.filtered.BAM_peak_140103,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10.9135324630003,TRUE,4
chr20,31662237,31662407,chr20:31662237-31662407,31662341,102,60.27484,8.3525,57.92278,NHA_ATAC_S3.filtered.BAM_peak_140104,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,4.31465236909313,TRUE,3
chr20,31841989,31842273,chr20:31841989-31842273,31842164,187,129.98085,11.34236,127.27584,NHA_ATAC_S3.filtered.BAM_peak_140148,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,7.91019601000407,TRUE,2
chr20,32627713,32627933,chr20:32627713-32627933,32627840,167,174.18378,23.97682,171.2881,NHA_ATAC_S3.filtered.BAM_peak_140287,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,7.06418574155444,TRUE,2
chr20,32980188,32980392,chr20:32980188-32980392,32980269,67,70.98397,19.71235,68.56921,NHA_ATAC_S3.filtered.BAM_peak_140346,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2.83413439930627,TRUE,4
chr20,33262710,33262895,chr20:33262710-33262895,33262789,135,186.77373,42.41529,183.82498,NHA_ATAC_S3.filtered.BAM_peak_140351,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.71056931203502,TRUE,4
chr20,33945785,33945980,chr20:33945785-33945980,33945858,52,55.28702,18.07169,52.96698,NHA_ATAC_S3.filtered.BAM_peak_140445,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,2.19962669796905,TRUE,2
chr20,37269771,37270165,chr20:37269771-37270165,37269890,222,289.38107,42.215,286.0123,NHA_ATAC_S3.filtered.BAM_peak_140980,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,9.39071397979093,TRUE,3
chr20,39049775,39049990,chr20:39049775-39049990,39049884,80,46.21897,7.84501,43.95908,NHA_ATAC_S3.filtered.BAM_peak_141260,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,3.38404107379853,TRUE,3
